index,trace_name,trace_start_time,station_network_code,station_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_p_arrival_sample,trace_s_arrival_sample,center_sample,trace_sampling_rate_hz,trace_component_order,split,trace_name_original,trace_chunk
160,"bucket0$822,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$134,:3,:6001",
161,"bucket0$823,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$135,:3,:6001",
162,"bucket0$824,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$136,:3,:6001",
163,"bucket0$825,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$137,:3,:6001",
164,"bucket3$88,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,"bucket2$12,:3,:6001",
165,"bucket0$826,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$138,:3,:6001",
166,"bucket0$827,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$139,:3,:6001",
167,"bucket0$828,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$140,:3,:6001",
168,"bucket0$829,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$141,:3,:6001",
169,"bucket1$114,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,"bucket1$14,:3,:6001",
170,"bucket0$830,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$142,:3,:6001",
171,"bucket3$89,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,"bucket2$13,:3,:6001",
172,"bucket0$831,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$143,:3,:6001",
173,"bucket0$832,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$144,:3,:6001",
174,"bucket1$115,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,"bucket1$15,:3,:6001",
175,"bucket0$833,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$145,:3,:6001",
176,"bucket0$834,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$146,:3,:6001",
177,"bucket1$116,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,"bucket1$16,:3,:6001",
178,"bucket0$835,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$147,:3,:6001",
179,"bucket0$836,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$148,:3,:6001",
180,"bucket0$837,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$149,:3,:6001",
181,"bucket0$838,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$150,:3,:6001",
182,"bucket0$839,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$151,:3,:6001",
183,"bucket1$117,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,"bucket1$17,:3,:6001",
184,"bucket0$840,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$152,:3,:6001",
185,"bucket1$118,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,"bucket1$18,:3,:6001",
186,"bucket0$841,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$153,:3,:6001",
187,"bucket0$842,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$154,:3,:6001",
188,"bucket0$843,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$155,:3,:6001",
189,"bucket0$844,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$156,:3,:6001",
190,"bucket0$845,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$157,:3,:6001",
191,"bucket0$846,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$158,:3,:6001",
192,"bucket3$90,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,dev,"bucket2$14,:3,:6001",
193,"bucket0$847,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,train,"bucket0$159,:3,:6001",
194,"bucket1$119,:3,:6001",,MQ,MLM,14.7846,-61.1786,370.0,,,3000,100.0,ZNE,test,"bucket1$19,:3,:6001",
195,"bucket3$91,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,"bucket2$15,:3,:6001",
196,"bucket1$120,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$20,:3,:6001",
197,"bucket1$121,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$21,:3,:6001",
198,"bucket0$848,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$160,:3,:6001",
199,"bucket0$849,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$161,:3,:6001",
200,"bucket0$850,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$162,:3,:6001",
201,"bucket0$851,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$163,:3,:6001",
202,"bucket0$852,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$164,:3,:6001",
203,"bucket0$853,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$165,:3,:6001",
204,"bucket0$854,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$166,:3,:6001",
205,"bucket0$855,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$167,:3,:6001",
206,"bucket1$122,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$22,:3,:6001",
207,"bucket3$92,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,"bucket2$16,:3,:6001",
208,"bucket0$856,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$168,:3,:6001",
209,"bucket0$857,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$169,:3,:6001",
210,"bucket0$858,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$170,:3,:6001",
211,"bucket1$123,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$23,:3,:6001",
212,"bucket0$859,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$171,:3,:6001",
213,"bucket0$860,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$172,:3,:6001",
214,"bucket0$861,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$173,:3,:6001",
215,"bucket0$862,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$174,:3,:6001",
216,"bucket0$863,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$175,:3,:6001",
217,"bucket0$864,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$176,:3,:6001",
218,"bucket3$93,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,"bucket2$17,:3,:6001",
219,"bucket0$865,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$177,:3,:6001",
220,"bucket3$94,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,"bucket2$18,:3,:6001",
221,"bucket0$866,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$178,:3,:6001",
222,"bucket3$95,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,"bucket2$19,:3,:6001",
223,"bucket1$124,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$24,:3,:6001",
224,"bucket0$867,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$179,:3,:6001",
225,"bucket0$868,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$180,:3,:6001",
226,"bucket0$869,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$181,:3,:6001",
227,"bucket0$870,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$182,:3,:6001",
228,"bucket0$871,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$183,:3,:6001",
229,"bucket0$872,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$184,:3,:6001",
230,"bucket0$873,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$185,:3,:6001",
231,"bucket0$874,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$186,:3,:6001",
232,"bucket3$96,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,"bucket2$20,:3,:6001",
233,"bucket0$875,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$187,:3,:6001",
234,"bucket0$876,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$188,:3,:6001",
235,"bucket1$125,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$25,:3,:6001",
236,"bucket0$877,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$189,:3,:6001",
237,"bucket1$126,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$26,:3,:6001",
238,"bucket0$878,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$190,:3,:6001",
239,"bucket1$127,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$27,:3,:6001",
240,"bucket0$879,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$191,:3,:6001",
241,"bucket3$97,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,"bucket2$21,:3,:6001",
242,"bucket0$880,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$192,:3,:6001",
243,"bucket0$881,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$193,:3,:6001",
244,"bucket0$882,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$194,:3,:6001",
245,"bucket1$128,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$28,:3,:6001",
246,"bucket0$883,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$195,:3,:6001",
247,"bucket0$884,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$196,:3,:6001",
248,"bucket0$885,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$197,:3,:6001",
249,"bucket3$98,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,"bucket2$22,:3,:6001",
250,"bucket1$129,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$29,:3,:6001",
251,"bucket0$886,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$198,:3,:6001",
252,"bucket0$887,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$199,:3,:6001",
253,"bucket0$888,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$200,:3,:6001",
254,"bucket0$889,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$201,:3,:6001",
255,"bucket0$890,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$202,:3,:6001",
256,"bucket1$130,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$30,:3,:6001",
257,"bucket0$891,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$203,:3,:6001",
258,"bucket3$99,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,dev,"bucket2$23,:3,:6001",
259,"bucket0$892,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$204,:3,:6001",
260,"bucket0$893,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$205,:3,:6001",
261,"bucket0$894,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$206,:3,:6001",
262,"bucket1$131,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$31,:3,:6001",
263,"bucket0$895,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$207,:3,:6001",
264,"bucket0$896,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$208,:3,:6001",
265,"bucket0$897,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$209,:3,:6001",
266,"bucket0$898,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$210,:3,:6001",
267,"bucket0$899,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$211,:3,:6001",
268,"bucket0$900,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$212,:3,:6001",
269,"bucket0$901,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$213,:3,:6001",
270,"bucket0$902,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$214,:3,:6001",
271,"bucket0$903,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$215,:3,:6001",
272,"bucket0$904,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$216,:3,:6001",
273,"bucket0$905,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$217,:3,:6001",
274,"bucket0$906,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$218,:3,:6001",
275,"bucket0$907,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$219,:3,:6001",
276,"bucket0$908,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$220,:3,:6001",
277,"bucket1$132,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$32,:3,:6001",
278,"bucket0$909,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$221,:3,:6001",
279,"bucket0$910,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$222,:3,:6001",
280,"bucket0$911,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$223,:3,:6001",
281,"bucket0$912,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$224,:3,:6001",
282,"bucket0$913,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$225,:3,:6001",
283,"bucket0$914,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$226,:3,:6001",
284,"bucket0$915,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$227,:3,:6001",
285,"bucket0$916,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$228,:3,:6001",
286,"bucket0$917,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$229,:3,:6001",
287,"bucket1$133,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$33,:3,:6001",
288,"bucket0$918,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$230,:3,:6001",
289,"bucket0$919,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$231,:3,:6001",
290,"bucket0$920,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$232,:3,:6001",
291,"bucket0$921,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$233,:3,:6001",
292,"bucket1$134,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,test,"bucket1$34,:3,:6001",
293,"bucket0$922,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$234,:3,:6001",
294,"bucket0$923,:3,:6001",,MQ,GBM,14.799451,-61.159276,800.0,,,3000,100.0,ZNE,train,"bucket0$235,:3,:6001",
295,"bucket0$924,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$236,:3,:6001",
296,"bucket0$925,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$237,:3,:6001",
297,"bucket0$926,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$238,:3,:6001",
298,"bucket0$927,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$239,:3,:6001",
299,"bucket0$928,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$240,:3,:6001",
300,"bucket0$929,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$241,:3,:6001",
301,"bucket0$930,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$242,:3,:6001",
302,"bucket0$931,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$243,:3,:6001",
303,"bucket1$135,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,test,"bucket1$35,:3,:6001",
304,"bucket0$932,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$244,:3,:6001",
305,"bucket0$933,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$245,:3,:6001",
306,"bucket0$934,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$246,:3,:6001",
307,"bucket3$100,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,dev,"bucket2$24,:3,:6001",
308,"bucket0$935,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$247,:3,:6001",
309,"bucket0$936,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$248,:3,:6001",
310,"bucket0$937,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$249,:3,:6001",
311,"bucket0$938,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$250,:3,:6001",
312,"bucket3$101,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,dev,"bucket2$25,:3,:6001",
313,"bucket0$939,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$251,:3,:6001",
314,"bucket0$940,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$252,:3,:6001",
315,"bucket0$941,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$253,:3,:6001",
316,"bucket0$942,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$254,:3,:6001",
317,"bucket1$136,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,test,"bucket1$36,:3,:6001",
318,"bucket0$943,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$255,:3,:6001",
319,"bucket0$944,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$256,:3,:6001",
320,"bucket1$137,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,test,"bucket1$37,:3,:6001",
321,"bucket0$945,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$257,:3,:6001",
322,"bucket0$946,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$258,:3,:6001",
323,"bucket0$947,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$259,:3,:6001",
324,"bucket0$948,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$260,:3,:6001",
325,"bucket0$949,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$261,:3,:6001",
326,"bucket0$950,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$262,:3,:6001",
327,"bucket0$951,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$263,:3,:6001",
328,"bucket0$952,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$264,:3,:6001",
329,"bucket1$138,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,test,"bucket1$38,:3,:6001",
330,"bucket3$102,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,dev,"bucket2$26,:3,:6001",
331,"bucket3$103,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,dev,"bucket2$27,:3,:6001",
332,"bucket0$953,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$265,:3,:6001",
333,"bucket0$954,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$266,:3,:6001",
334,"bucket1$139,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,test,"bucket1$39,:3,:6001",
335,"bucket1$140,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,test,"bucket1$40,:3,:6001",
336,"bucket0$955,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$267,:3,:6001",
337,"bucket0$956,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$268,:3,:6001",
338,"bucket0$957,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$269,:3,:6001",
339,"bucket1$141,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,test,"bucket1$41,:3,:6001",
340,"bucket0$958,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$270,:3,:6001",
341,"bucket0$959,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$271,:3,:6001",
342,"bucket0$960,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$272,:3,:6001",
343,"bucket0$961,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$273,:3,:6001",
344,"bucket0$962,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$274,:3,:6001",
345,"bucket0$963,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$275,:3,:6001",
346,"bucket1$142,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,test,"bucket1$42,:3,:6001",
347,"bucket0$964,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$276,:3,:6001",
348,"bucket0$965,:3,:6001",,MQ,CPM,14.8168,-61.2074,242.0,,,3000,100.0,ZNE,train,"bucket0$277,:3,:6001",
